Donor,Year,Display,Series,Value
UAE,2016,Proportion,Multilateral organisations,0.12
UK,2016,Proportion,Multilateral organisations,0.48
US,2016,Proportion,Multilateral organisations,0.66
All donors,2016,Proportion,NGOs,0.2
Australia,2016,Proportion,NGOs,0.09
Belgium,2016,Proportion,NGOs,0.09
Canada,2016,Proportion,NGOs,0.2
Czech Republic,2016,Proportion,NGOs,0.28
Denmark,2016,Proportion,NGOs,0.24
EU institutions,2016,Proportion,NGOs,0.37
Finland,2016,Proportion,NGOs,0.06
France,2016,Proportion,NGOs,0.17
Germany,2016,Proportion,NGOs,0.11
Greece,2016,Proportion,NGOs,
Hungary,2016,Proportion,NGOs,0
Iceland,2016,Proportion,NGOs,0
Ireland,2016,Proportion,NGOs,0.25
Italy,2016,Proportion,NGOs,0.25
Japan,2016,Proportion,NGOs,0.05
Korea,2016,Proportion,NGOs,0
Luxembourg,2016,Proportion,NGOs,0.15
Netherlands,2016,Proportion,NGOs,0.23
New Zealand,2016,Proportion,NGOs,0.33
Norway,2016,Proportion,NGOs,0.21
Poland,2016,Proportion,NGOs,0.36
Saudi Arabia,2016,Proportion,NGOs,0.07
Slovakia,2016,Proportion,NGOs,0
Slovenia,2016,Proportion,NGOs,0
Spain,2016,Proportion,NGOs,0.14
Sweden,2016,Proportion,NGOs,0.2
Switzerland,2016,Proportion,NGOs,0.12
UAE,2016,Proportion,NGOs,0
UK,2016,Proportion,NGOs,0.18
US,2016,Proportion,NGOs,0.21
All donors,2016,Proportion,RCRC,0.09
Australia,2016,Proportion,RCRC,0.18
Belgium,2016,Proportion,RCRC,0.16
Canada,2016,Proportion,RCRC,0.09
Czech Republic,2016,Proportion,RCRC,0.06
Denmark,2016,Proportion,RCRC,0.13
EU institutions,2016,Proportion,RCRC,0.08
Finland,2016,Proportion,RCRC,0.13
France,2016,Proportion,RCRC,0.1
Germany,2016,Proportion,RCRC,0.05
Greece,2016,Proportion,RCRC,
Hungary,2016,Proportion,RCRC,0.13
Iceland,2016,Proportion,RCRC,0
Ireland,2016,Proportion,RCRC,0.16
Italy,2016,Proportion,RCRC,0.08
Japan,2016,Proportion,RCRC,0.04
Korea,2016,Proportion,RCRC,0
Luxembourg,2016,Proportion,RCRC,0.29
Netherlands,2016,Proportion,RCRC,0.03
New Zealand,2016,Proportion,RCRC,0.06
Norway,2016,Proportion,RCRC,0.15
Poland,2016,Proportion,RCRC,0.09
Saudi Arabia,2016,Proportion,RCRC,0.02
Slovakia,2016,Proportion,RCRC,0
Slovenia,2016,Proportion,RCRC,0.3
Spain,2016,Proportion,RCRC,0.12
Sweden,2016,Proportion,RCRC,0.14
Switzerland,2016,Proportion,RCRC,0.19
UAE,2016,Proportion,RCRC,0.51
UK,2016,Proportion,RCRC,0.08
US,2016,Proportion,RCRC,0.06
All donors,2016,Proportion,Public sector,0.04
Australia,2016,Proportion,Public sector,0.03
Belgium,2016,Proportion,Public sector,0
Canada,2016,Proportion,Public sector,0
Czech Republic,2016,Proportion,Public sector,0.04
Denmark,2016,Proportion,Public sector,0
EU institutions,2016,Proportion,Public sector,0
Finland,2016,Proportion,Public sector,0
France,2016,Proportion,Public sector,0.02
Germany,2016,Proportion,Public sector,0.15
Greece,2016,Proportion,Public sector,
Hungary,2016,Proportion,Public sector,0.01
Iceland,2016,Proportion,Public sector,0
Ireland,2016,Proportion,Public sector,0
Italy,2016,Proportion,Public sector,0.1
Japan,2016,Proportion,Public sector,0
Korea,2016,Proportion,Public sector,0
Luxembourg,2016,Proportion,Public sector,0
Netherlands,2016,Proportion,Public sector,0
New Zealand,2016,Proportion,Public sector,0.12
Norway,2016,Proportion,Public sector,0
Poland,2016,Proportion,Public sector,0.01
Saudi Arabia,2016,Proportion,Public sector,0.43
Slovakia,2016,Proportion,Public sector,0
Slovenia,2016,Proportion,Public sector,0
Spain,2016,Proportion,Public sector,0
Sweden,2016,Proportion,Public sector,0.03
Switzerland,2016,Proportion,Public sector,0.02
UAE,2016,Proportion,Public sector,0.06
UK,2016,Proportion,Public sector,0
US,2016,Proportion,Public sector,0
All donors,2016,Proportion,Pooled fund,0.05
Australia,2016,Proportion,Pooled fund,0.11
Belgium,2016,Proportion,Pooled fund,0.28
Canada,2016,Proportion,Pooled fund,0.04
Czech Republic,2016,Proportion,Pooled fund,0
Denmark,2016,Proportion,Pooled fund,0.12
EU institutions,2016,Proportion,Pooled fund,0
Finland,2016,Proportion,Pooled fund,0.07
France,2016,Proportion,Pooled fund,0.01
Germany,2016,Proportion,Pooled fund,0.04
Greece,2016,Proportion,Pooled fund,
Hungary,2016,Proportion,Pooled fund,0
Iceland,2016,Proportion,Pooled fund,0.14
Ireland,2016,Proportion,Pooled fund,0.37
Italy,2016,Proportion,Pooled fund,0.02
Japan,2016,Proportion,Pooled fund,0
Korea,2016,Proportion,Pooled fund,0.16
Luxembourg,2016,Proportion,Pooled fund,0.09
Netherlands,2016,Proportion,Pooled fund,0.43
New Zealand,2016,Proportion,Pooled fund,0.14
Norway,2016,Proportion,Pooled fund,0.14
Poland,2016,Proportion,Pooled fund,0
Saudi Arabia,2016,Proportion,Pooled fund,0.01
Slovakia,2016,Proportion,Pooled fund,0
Slovenia,2016,Proportion,Pooled fund,0
Spain,2016,Proportion,Pooled fund,0.17
Sweden,2016,Proportion,Pooled fund,0.26
Switzerland,2016,Proportion,Pooled fund,0.07
UAE,2016,Proportion,Pooled fund,0
UK,2016,Proportion,Pooled fund,0.19
US,2016,Proportion,Pooled fund,0
All donors,2016,Proportion,Not reported,0.05
Australia,2016,Proportion,Not reported,0.05
Belgium,2016,Proportion,Not reported,0
Canada,2016,Proportion,Not reported,0
Czech Republic,2016,Proportion,Not reported,0.06
Denmark,2016,Proportion,Not reported,0.01
EU institutions,2016,Proportion,Not reported,0
Finland,2016,Proportion,Not reported,0
France,2016,Proportion,Not reported,0.02
Germany,2016,Proportion,Not reported,0.02
Greece,2016,Proportion,Not reported,
Hungary,2016,Proportion,Not reported,0.66
Iceland,2016,Proportion,Not reported,0
Ireland,2016,Proportion,Not reported,0
Italy,2016,Proportion,Not reported,0.05
Japan,2016,Proportion,Not reported,0.01
Korea,2016,Proportion,Not reported,0
Luxembourg,2016,Proportion,Not reported,0
Netherlands,2016,Proportion,Not reported,0
New Zealand,2016,Proportion,Not reported,0.01
Norway,2016,Proportion,Not reported,0.01
Poland,2016,Proportion,Not reported,0.14
Saudi Arabia,2016,Proportion,Not reported,0.03
Slovakia,2016,Proportion,Not reported,0
Slovenia,2016,Proportion,Not reported,0
Spain,2016,Proportion,Not reported,0
Sweden,2016,Proportion,Not reported,0
Switzerland,2016,Proportion,Not reported,0.14
UAE,2016,Proportion,Not reported,0.31
UK,2016,Proportion,Not reported,0.07
US,2016,Proportion,Not reported,0.06
All donors,2016,Proportion,Other,0.01
Australia,2016,Proportion,Other,0
Belgium,2016,Proportion,Other,0
Canada,2016,Proportion,Other,0
Czech Republic,2016,Proportion,Other,0.04
Denmark,2016,Proportion,Other,0.03
EU institutions,2016,Proportion,Other,0.03
Finland,2016,Proportion,Other,0
France,2016,Proportion,Other,0.03
Germany,2016,Proportion,Other,0
Greece,2016,Proportion,Other,
Hungary,2016,Proportion,Other,0.02
Iceland,2016,Proportion,Other,0
Ireland,2016,Proportion,Other,0.01
Italy,2016,Proportion,Other,0.01
Japan,2016,Proportion,Other,0.01
Korea,2016,Proportion,Other,0
Luxembourg,2016,Proportion,Other,0.01
Netherlands,2016,Proportion,Other,0
New Zealand,2016,Proportion,Other,0
Norway,2016,Proportion,Other,0
Poland,2016,Proportion,Other,0.03
Saudi Arabia,2016,Proportion,Other,0
Slovakia,2016,Proportion,Other,0
Slovenia,2016,Proportion,Other,0
Spain,2016,Proportion,Other,0
Sweden,2016,Proportion,Other,0
Switzerland,2016,Proportion,Other,0
UAE,2016,Proportion,Other,0
UK,2016,Proportion,Other,0.01
US,2016,Proportion,Other,0
All donors,2017,Proportion,Multilateral organisations,0.59
Australia,2017,Proportion,Multilateral organisations,0.55
Belgium,2017,Proportion,Multilateral organisations,0.38
Canada,2017,Proportion,Multilateral organisations,0.54
Czech Republic,2017,Proportion,Multilateral organisations,0.5
Denmark,2017,Proportion,Multilateral organisations,0.52
EU institutions,2017,Proportion,Multilateral organisations,0.58
Finland,2017,Proportion,Multilateral organisations,0.68
France,2017,Proportion,Multilateral organisations,0.45
Germany,2017,Proportion,Multilateral organisations,0.65
Greece,2017,Proportion,Multilateral organisations,1
Hungary,2017,Proportion,Multilateral organisations,0.97
Iceland,2017,Proportion,Multilateral organisations,0.68
Ireland,2017,Proportion,Multilateral organisations,0.19
Italy,2017,Proportion,Multilateral organisations,0.37
Japan,2017,Proportion,Multilateral organisations,0.83
Korea,2017,Proportion,Multilateral organisations,0.69
Luxembourg,2017,Proportion,Multilateral organisations,0.42
Netherlands,2017,Proportion,Multilateral organisations,0.18
New Zealand,2017,Proportion,Multilateral organisations,0.35
Norway,2017,Proportion,Multilateral organisations,0.42
Poland,2017,Proportion,Multilateral organisations,0.33
Saudi Arabia,2017,Proportion,Multilateral organisations,0.37
Slovakia,2017,Proportion,Multilateral organisations,0.7
Slovenia,2017,Proportion,Multilateral organisations,0.39
Spain,2017,Proportion,Multilateral organisations,0.39
Sweden,2017,Proportion,Multilateral organisations,0.3
Switzerland,2017,Proportion,Multilateral organisations,0.39
UAE,2017,Proportion,Multilateral organisations,0.07
UK,2017,Proportion,Multilateral organisations,0.58
US,2017,Proportion,Multilateral organisations,0.69
All donors,2017,Proportion,NGOs,0.17
Australia,2017,Proportion,NGOs,0.09
Belgium,2017,Proportion,NGOs,0.08
Canada,2017,Proportion,NGOs,0.3
Czech Republic,2017,Proportion,NGOs,0.44
Denmark,2017,Proportion,NGOs,0.22
EU institutions,2017,Proportion,NGOs,0.32
Finland,2017,Proportion,NGOs,0.08
France,2017,Proportion,NGOs,0.22
Germany,2017,Proportion,NGOs,0.1
Greece,2017,Proportion,NGOs,0
Hungary,2017,Proportion,NGOs,0.02
Iceland,2017,Proportion,NGOs,0
Ireland,2017,Proportion,NGOs,0.21
Italy,2017,Proportion,NGOs,0.16
Japan,2017,Proportion,NGOs,0.06
Korea,2017,Proportion,NGOs,0
Luxembourg,2017,Proportion,NGOs,0.28
Netherlands,2017,Proportion,NGOs,0.35
New Zealand,2017,Proportion,NGOs,0.13
Norway,2017,Proportion,NGOs,0.3
Poland,2017,Proportion,NGOs,0.2
Saudi Arabia,2017,Proportion,NGOs,0.1
Slovakia,2017,Proportion,NGOs,0.23
Slovenia,2017,Proportion,NGOs,0.33
Spain,2017,Proportion,NGOs,0.24
Sweden,2017,Proportion,NGOs,0.24
Switzerland,2017,Proportion,NGOs,0.12
UAE,2017,Proportion,NGOs,0
UK,2017,Proportion,NGOs,0.13
US,2017,Proportion,NGOs,0.15
All donors,2017,Proportion,RCRC,0.07
Australia,2017,Proportion,RCRC,0.17
Belgium,2017,Proportion,RCRC,0.19
Canada,2017,Proportion,RCRC,0.11
Czech Republic,2017,Proportion,RCRC,0.05
Denmark,2017,Proportion,RCRC,0.13
EU institutions,2017,Proportion,RCRC,0.07
Finland,2017,Proportion,RCRC,0.16
France,2017,Proportion,RCRC,0.1
Germany,2017,Proportion,RCRC,0.08
Greece,2017,Proportion,RCRC,0
Hungary,2017,Proportion,RCRC,0
Iceland,2017,Proportion,RCRC,0.04
Ireland,2017,Proportion,RCRC,0.13
Italy,2017,Proportion,RCRC,0.09
Japan,2017,Proportion,RCRC,0.07
Korea,2017,Proportion,RCRC,0.03
Luxembourg,2017,Proportion,RCRC,0.06
Netherlands,2017,Proportion,RCRC,0.05
New Zealand,2017,Proportion,RCRC,0.4
Norway,2017,Proportion,RCRC,0.1
Poland,2017,Proportion,RCRC,0.06
Saudi Arabia,2017,Proportion,RCRC,0
Slovakia,2017,Proportion,RCRC,0
Slovenia,2017,Proportion,RCRC,0.07
Spain,2017,Proportion,RCRC,0.25
Sweden,2017,Proportion,RCRC,0.14
Switzerland,2017,Proportion,RCRC,0.33
UAE,2017,Proportion,RCRC,0.75
UK,2017,Proportion,RCRC,0.04
US,2017,Proportion,RCRC,0.03
All donors,2017,Proportion,Public sector,0.04
Australia,2017,Proportion,Public sector,0
Belgium,2017,Proportion,Public sector,0
Canada,2017,Proportion,Public sector,0
Czech Republic,2017,Proportion,Public sector,0
Denmark,2017,Proportion,Public sector,0
EU institutions,2017,Proportion,Public sector,0
Finland,2017,Proportion,Public sector,0
France,2017,Proportion,Public sector,0.01
Germany,2017,Proportion,Public sector,0.07
Greece,2017,Proportion,Public sector,0
Hungary,2017,Proportion,Public sector,0
Iceland,2017,Proportion,Public sector,0
Ireland,2017,Proportion,Public sector,0
Italy,2017,Proportion,Public sector,0.27
Japan,2017,Proportion,Public sector,0
Korea,2017,Proportion,Public sector,0.02
Luxembourg,2017,Proportion,Public sector,0
Netherlands,2017,Proportion,Public sector,0
New Zealand,2017,Proportion,Public sector,0
Norway,2017,Proportion,Public sector,0
Poland,2017,Proportion,Public sector,0
Saudi Arabia,2017,Proportion,Public sector,0.5
Slovakia,2017,Proportion,Public sector,0
Slovenia,2017,Proportion,Public sector,0
Spain,2017,Proportion,Public sector,0
Sweden,2017,Proportion,Public sector,0.02
Switzerland,2017,Proportion,Public sector,0.06
UAE,2017,Proportion,Public sector,0.08
UK,2017,Proportion,Public sector,0
US,2017,Proportion,Public sector,0
All donors,2017,Proportion,Pooled fund,0.06
Australia,2017,Proportion,Pooled fund,0.13
Belgium,2017,Proportion,Pooled fund,0.32
Canada,2017,Proportion,Pooled fund,0.05
Czech Republic,2017,Proportion,Pooled fund,0.01
Denmark,2017,Proportion,Pooled fund,0.11
EU institutions,2017,Proportion,Pooled fund,0
Finland,2017,Proportion,Pooled fund,0.08
France,2017,Proportion,Pooled fund,0.03
Germany,2017,Proportion,Pooled fund,0.1
Greece,2017,Proportion,Pooled fund,0
Hungary,2017,Proportion,Pooled fund,0
Iceland,2017,Proportion,Pooled fund,0.28
Ireland,2017,Proportion,Pooled fund,0.46
Italy,2017,Proportion,Pooled fund,0.02
Japan,2017,Proportion,Pooled fund,0
Korea,2017,Proportion,Pooled fund,0.25
Luxembourg,2017,Proportion,Pooled fund,0.24
Netherlands,2017,Proportion,Pooled fund,0.42
New Zealand,2017,Proportion,Pooled fund,0.09
Norway,2017,Proportion,Pooled fund,0.18
Poland,2017,Proportion,Pooled fund,0
Saudi Arabia,2017,Proportion,Pooled fund,0
Slovakia,2017,Proportion,Pooled fund,0.07
Slovenia,2017,Proportion,Pooled fund,0
Spain,2017,Proportion,Pooled fund,0.12
Sweden,2017,Proportion,Pooled fund,0.3
Switzerland,2017,Proportion,Pooled fund,0.05
UAE,2017,Proportion,Pooled fund,0
UK,2017,Proportion,Pooled fund,0.16
US,2017,Proportion,Pooled fund,0.01
All donors,2017,Proportion,Not reported,0.05
Australia,2017,Proportion,Not reported,0.06
Belgium,2017,Proportion,Not reported,0
Canada,2017,Proportion,Not reported,0
Czech Republic,2017,Proportion,Not reported,0
Denmark,2017,Proportion,Not reported,0.01
EU institutions,2017,Proportion,Not reported,0.02
Finland,2017,Proportion,Not reported,0
France,2017,Proportion,Not reported,0
Germany,2017,Proportion,Not reported,0
Greece,2017,Proportion,Not reported,0
Hungary,2017,Proportion,Not reported,0
Iceland,2017,Proportion,Not reported,0
Ireland,2017,Proportion,Not reported,0
Italy,2017,Proportion,Not reported,0.1
Japan,2017,Proportion,Not reported,0.01
Korea,2017,Proportion,Not reported,0
Luxembourg,2017,Proportion,Not reported,0
Netherlands,2017,Proportion,Not reported,0
New Zealand,2017,Proportion,Not reported,0.03
Norway,2017,Proportion,Not reported,0
Poland,2017,Proportion,Not reported,0.11
Saudi Arabia,2017,Proportion,Not reported,0.01
Slovakia,2017,Proportion,Not reported,0
Slovenia,2017,Proportion,Not reported,0
Spain,2017,Proportion,Not reported,0
Sweden,2017,Proportion,Not reported,0
Switzerland,2017,Proportion,Not reported,0.04
UAE,2017,Proportion,Not reported,0.08
UK,2017,Proportion,Not reported,0.09
US,2017,Proportion,Not reported,0.12
All donors,2017,Proportion,Other,0.01
Australia,2017,Proportion,Other,0
Belgium,2017,Proportion,Other,0.02
Canada,2017,Proportion,Other,0
Czech Republic,2017,Proportion,Other,0.01
Denmark,2017,Proportion,Other,0.01
EU institutions,2017,Proportion,Other,0.01
Finland,2017,Proportion,Other,0
France,2017,Proportion,Other,0.19
Germany,2017,Proportion,Other,0.01
Greece,2017,Proportion,Other,0
Hungary,2017,Proportion,Other,0
Iceland,2017,Proportion,Other,0
Ireland,2017,Proportion,Other,0.01
Italy,2017,Proportion,Other,0
Japan,2017,Proportion,Other,0.03
Korea,2017,Proportion,Other,0
Luxembourg,2017,Proportion,Other,0.01
Netherlands,2017,Proportion,Other,0
New Zealand,2017,Proportion,Other,0
Norway,2017,Proportion,Other,0
Poland,2017,Proportion,Other,0.3
Saudi Arabia,2017,Proportion,Other,0.01
Slovakia,2017,Proportion,Other,0
Slovenia,2017,Proportion,Other,0.22
Spain,2017,Proportion,Other,0
Sweden,2017,Proportion,Other,0
Switzerland,2017,Proportion,Other,0.01
UAE,2017,Proportion,Other,0.01
UK,2017,Proportion,Other,0
US,2017,Proportion,Other,0.01
All donors,2018,Proportion,Multilateral organisations,0.56
Australia,2018,Proportion,Multilateral organisations,0.55
Belgium,2018,Proportion,Multilateral organisations,0.38
Canada,2018,Proportion,Multilateral organisations,0.57
Czech Republic,2018,Proportion,Multilateral organisations,0.79
Denmark,2018,Proportion,Multilateral organisations,0.4
EU institutions,2018,Proportion,Multilateral organisations,0.64
Finland,2018,Proportion,Multilateral organisations,0.59
France,2018,Proportion,Multilateral organisations,0.38
Germany,2018,Proportion,Multilateral organisations,0.59
Greece,2018,Proportion,Multilateral organisations,
Hungary,2018,Proportion,Multilateral organisations,
Iceland,2018,Proportion,Multilateral organisations,0.69
Ireland,2018,Proportion,Multilateral organisations,0.17
Italy,2018,Proportion,Multilateral organisations,0.51
Japan,2018,Proportion,Multilateral organisations,0.94
Korea,2018,Proportion,Multilateral organisations,0.88
Luxembourg,2018,Proportion,Multilateral organisations,0.23
Netherlands,2018,Proportion,Multilateral organisations,0.31
New Zealand,2018,Proportion,Multilateral organisations,0.38
Norway,2018,Proportion,Multilateral organisations,0.42
Poland,2018,Proportion,Multilateral organisations,0.12
Saudi Arabia,2018,Proportion,Multilateral organisations,0.41
Slovakia,2018,Proportion,Multilateral organisations,0.82
Slovenia,2018,Proportion,Multilateral organisations,0.18
Spain,2018,Proportion,Multilateral organisations,0.44
Sweden,2018,Proportion,Multilateral organisations,0.36
Switzerland,2018,Proportion,Multilateral organisations,0.39
UAE,2018,Proportion,Multilateral organisations,0.34
UK,2018,Proportion,Multilateral organisations,0.49
US,2018,Proportion,Multilateral organisations,0.65
All donors,2018,Proportion,NGOs,0.15
Australia,2018,Proportion,NGOs,0.08
Belgium,2018,Proportion,NGOs,0.08
Canada,2018,Proportion,NGOs,0.23
Czech Republic,2018,Proportion,NGOs,0
Denmark,2018,Proportion,NGOs,0.28
EU institutions,2018,Proportion,NGOs,0.26
Finland,2018,Proportion,NGOs,0.09
France,2018,Proportion,NGOs,0.51
Germany,2018,Proportion,NGOs,0.12
Greece,2018,Proportion,NGOs,
Hungary,2018,Proportion,NGOs,
Iceland,2018,Proportion,NGOs,0
Ireland,2018,Proportion,NGOs,0.24
Italy,2018,Proportion,NGOs,0.03
Japan,2018,Proportion,NGOs,0.03
Korea,2018,Proportion,NGOs,0
Luxembourg,2018,Proportion,NGOs,0.38
Netherlands,2018,Proportion,NGOs,0.21
New Zealand,2018,Proportion,NGOs,0.09
Norway,2018,Proportion,NGOs,0.26
Poland,2018,Proportion,NGOs,0.15
Saudi Arabia,2018,Proportion,NGOs,0.03
Slovakia,2018,Proportion,NGOs,0.15
Slovenia,2018,Proportion,NGOs,0
Spain,2018,Proportion,NGOs,0.2
Sweden,2018,Proportion,NGOs,0.22
Switzerland,2018,Proportion,NGOs,0.12
UAE,2018,Proportion,NGOs,0
UK,2018,Proportion,NGOs,0.11
US,2018,Proportion,NGOs,0.17
All donors,2018,Proportion,RCRC,0.11
Australia,2018,Proportion,RCRC,0.17
Belgium,2018,Proportion,RCRC,0.13
Canada,2018,Proportion,RCRC,0.09
Czech Republic,2018,Proportion,RCRC,0.11
Denmark,2018,Proportion,RCRC,0.14
EU institutions,2018,Proportion,RCRC,0.07
Finland,2018,Proportion,RCRC,0.23
France,2018,Proportion,RCRC,0.03
Germany,2018,Proportion,RCRC,0.07
Greece,2018,Proportion,RCRC,
Hungary,2018,Proportion,RCRC,
Iceland,2018,Proportion,RCRC,0
Ireland,2018,Proportion,RCRC,0.14
Italy,2018,Proportion,RCRC,0.07
Japan,2018,Proportion,RCRC,0.01
Korea,2018,Proportion,RCRC,0
Luxembourg,2018,Proportion,RCRC,0.11
Netherlands,2018,Proportion,RCRC,0.01
New Zealand,2018,Proportion,RCRC,0.31
Norway,2018,Proportion,RCRC,0.15
Poland,2018,Proportion,RCRC,0
Saudi Arabia,2018,Proportion,RCRC,0
Slovakia,2018,Proportion,RCRC,0
Slovenia,2018,Proportion,RCRC,0
Spain,2018,Proportion,RCRC,0.21
Sweden,2018,Proportion,RCRC,0.14
Switzerland,2018,Proportion,RCRC,0.35
UAE,2018,Proportion,RCRC,0.61
UK,2018,Proportion,RCRC,0.04
US,2018,Proportion,RCRC,0.03
All donors,2018,Proportion,Public sector,0.05
Australia,2018,Proportion,Public sector,0.02
Belgium,2018,Proportion,Public sector,0
Canada,2018,Proportion,Public sector,0
Czech Republic,2018,Proportion,Public sector,0
Denmark,2018,Proportion,Public sector,0
EU institutions,2018,Proportion,Public sector,0
Finland,2018,Proportion,Public sector,0
France,2018,Proportion,Public sector,0
Germany,2018,Proportion,Public sector,0.11
Greece,2018,Proportion,Public sector,
Hungary,2018,Proportion,Public sector,
Iceland,2018,Proportion,Public sector,0
Ireland,2018,Proportion,Public sector,0
Italy,2018,Proportion,Public sector,0.35
Japan,2018,Proportion,Public sector,0
Korea,2018,Proportion,Public sector,0
Luxembourg,2018,Proportion,Public sector,0
Netherlands,2018,Proportion,Public sector,0
New Zealand,2018,Proportion,Public sector,0.12
Norway,2018,Proportion,Public sector,0
Poland,2018,Proportion,Public sector,0.73
Saudi Arabia,2018,Proportion,Public sector,0.49
Slovakia,2018,Proportion,Public sector,0
Slovenia,2018,Proportion,Public sector,0
Spain,2018,Proportion,Public sector,0
Sweden,2018,Proportion,Public sector,0.01
Switzerland,2018,Proportion,Public sector,0.05
UAE,2018,Proportion,Public sector,0
UK,2018,Proportion,Public sector,0
US,2018,Proportion,Public sector,0
All donors,2018,Proportion,Pooled fund,0.06
Australia,2018,Proportion,Pooled fund,0.1
Belgium,2018,Proportion,Pooled fund,0.24
Canada,2018,Proportion,Pooled fund,0.06
Czech Republic,2018,Proportion,Pooled fund,0.1
Denmark,2018,Proportion,Pooled fund,0.16
EU institutions,2018,Proportion,Pooled fund,0
Finland,2018,Proportion,Pooled fund,0.09
France,2018,Proportion,Pooled fund,0.04
Germany,2018,Proportion,Pooled fund,0.11
Greece,2018,Proportion,Pooled fund,
Hungary,2018,Proportion,Pooled fund,
Iceland,2018,Proportion,Pooled fund,0.31
Ireland,2018,Proportion,Pooled fund,0.46
Italy,2018,Proportion,Pooled fund,0.04
Japan,2018,Proportion,Pooled fund,0
Korea,2018,Proportion,Pooled fund,0.12
Luxembourg,2018,Proportion,Pooled fund,0.25
Netherlands,2018,Proportion,Pooled fund,0.47
New Zealand,2018,Proportion,Pooled fund,0.1
Norway,2018,Proportion,Pooled fund,0.15
Poland,2018,Proportion,Pooled fund,0
Saudi Arabia,2018,Proportion,Pooled fund,0.02
Slovakia,2018,Proportion,Pooled fund,0.03
Slovenia,2018,Proportion,Pooled fund,0
Spain,2018,Proportion,Pooled fund,0.14
Sweden,2018,Proportion,Pooled fund,0.26
Switzerland,2018,Proportion,Pooled fund,0.06
UAE,2018,Proportion,Pooled fund,0.01
UK,2018,Proportion,Pooled fund,0.2
US,2018,Proportion,Pooled fund,0
All donors,2018,Proportion,Not reported,0.07
Australia,2018,Proportion,Not reported,0.08
Belgium,2018,Proportion,Not reported,0.16
Canada,2018,Proportion,Not reported,0.06
Czech Republic,2018,Proportion,Not reported,0
Denmark,2018,Proportion,Not reported,0.01
EU institutions,2018,Proportion,Not reported,0.03
Finland,2018,Proportion,Not reported,0
France,2018,Proportion,Not reported,0.03
Germany,2018,Proportion,Not reported,0
Greece,2018,Proportion,Not reported,
Hungary,2018,Proportion,Not reported,
Iceland,2018,Proportion,Not reported,0
Ireland,2018,Proportion,Not reported,0
Italy,2018,Proportion,Not reported,0
Japan,2018,Proportion,Not reported,0
Korea,2018,Proportion,Not reported,0
Luxembourg,2018,Proportion,Not reported,0.02
Netherlands,2018,Proportion,Not reported,0
New Zealand,2018,Proportion,Not reported,0
Norway,2018,Proportion,Not reported,0.01
Poland,2018,Proportion,Not reported,0
Saudi Arabia,2018,Proportion,Not reported,0.03
Slovakia,2018,Proportion,Not reported,0
Slovenia,2018,Proportion,Not reported,0.82
Spain,2018,Proportion,Not reported,0
Sweden,2018,Proportion,Not reported,0
Switzerland,2018,Proportion,Not reported,0.03
UAE,2018,Proportion,Not reported,0.04
UK,2018,Proportion,Not reported,0.16
US,2018,Proportion,Not reported,0.14
All donors,2018,Proportion,Other,0
Australia,2018,Proportion,Other,0
Belgium,2018,Proportion,Other,0
Canada,2018,Proportion,Other,0
Czech Republic,2018,Proportion,Other,0
Denmark,2018,Proportion,Other,0
EU institutions,2018,Proportion,Other,0
Finland,2018,Proportion,Other,0
France,2018,Proportion,Other,0.02
Germany,2018,Proportion,Other,0
Greece,2018,Proportion,Other,
Hungary,2018,Proportion,Other,
Iceland,2018,Proportion,Other,0
Ireland,2018,Proportion,Other,0
Italy,2018,Proportion,Other,0
Japan,2018,Proportion,Other,0.01
Korea,2018,Proportion,Other,0
Luxembourg,2018,Proportion,Other,0.01
Netherlands,2018,Proportion,Other,0
New Zealand,2018,Proportion,Other,0
Norway,2018,Proportion,Other,0.01
Poland,2018,Proportion,Other,0
Saudi Arabia,2018,Proportion,Other,0.03
Slovakia,2018,Proportion,Other,0
Slovenia,2018,Proportion,Other,0
Spain,2018,Proportion,Other,0
Sweden,2018,Proportion,Other,0
Switzerland,2018,Proportion,Other,0
UAE,2018,Proportion,Other,0
UK,2018,Proportion,Other,0
US,2018,Proportion,Other,0.01
All donors,2019,Proportion,Multilateral organisations,0.58
Australia,2019,Proportion,Multilateral organisations,0.66
Belgium,2019,Proportion,Multilateral organisations,0.36
Canada,2019,Proportion,Multilateral organisations,0.6
Czech Republic,2019,Proportion,Multilateral organisations,0.86
Denmark,2019,Proportion,Multilateral organisations,0.53
EU institutions,2019,Proportion,Multilateral organisations,0.51
Finland,2019,Proportion,Multilateral organisations,0.58
France,2019,Proportion,Multilateral organisations,0.28
Germany,2019,Proportion,Multilateral organisations,0.6
Greece,2019,Proportion,Multilateral organisations,
Hungary,2019,Proportion,Multilateral organisations,
Iceland,2019,Proportion,Multilateral organisations,0.81
Ireland,2019,Proportion,Multilateral organisations,0.29
Italy,2019,Proportion,Multilateral organisations,0.49
Japan,2019,Proportion,Multilateral organisations,0.87
Korea,2019,Proportion,Multilateral organisations,0.84
Luxembourg,2019,Proportion,Multilateral organisations,0.36
Netherlands,2019,Proportion,Multilateral organisations,0.23
New Zealand,2019,Proportion,Multilateral organisations,0.45
Norway,2019,Proportion,Multilateral organisations,0.35
Poland,2019,Proportion,Multilateral organisations,0.48
Saudi Arabia,2019,Proportion,Multilateral organisations,0.41
Slovakia,2019,Proportion,Multilateral organisations,1
Slovenia,2019,Proportion,Multilateral organisations,0.82
