Country_ID,Country_name,variable,value
JOR,Jordan,Country_response_plan_coverage_(%),
EGY,Egypt,Country_response_plan_coverage_(%),
BGD,Bangladesh,Country_response_plan_coverage_(%),
AGO,Angola,Country_response_plan_coverage_(%),
PER,Peru,Country_response_plan_coverage_(%),
LBY,Libya,Country_response_plan_coverage_(%),83
COG,Congo,Country_response_plan_coverage_(%),
VNM,Viet Nam,Country_response_plan_coverage_(%),
YEM,Yemen,"Regional_response_plan_requirements_(US$,_million)",
ETH,Ethiopia,"Regional_response_plan_requirements_(US$,_million)",304
COD,DRC,"Regional_response_plan_requirements_(US$,_million)",71
AFG,Afghanistan,"Regional_response_plan_requirements_(US$,_million)",
NGA,Nigeria,"Regional_response_plan_requirements_(US$,_million)",
VEN,Venezuela,"Regional_response_plan_requirements_(US$,_million)",
SDN,Sudan,"Regional_response_plan_requirements_(US$,_million)",306
SYR,Syria,"Regional_response_plan_requirements_(US$,_million)",
PAK,Pakistan,"Regional_response_plan_requirements_(US$,_million)",133
PRK,DPR Korea,"Regional_response_plan_requirements_(US$,_million)",
COL,Colombia,"Regional_response_plan_requirements_(US$,_million)",641
SSD,South Sudan,"Regional_response_plan_requirements_(US$,_million)",
SOM,Somalia,"Regional_response_plan_requirements_(US$,_million)",30
ZWE,Zimbabwe,"Regional_response_plan_requirements_(US$,_million)",
TCD,Chad,"Regional_response_plan_requirements_(US$,_million)",
MLI,Mali,"Regional_response_plan_requirements_(US$,_million)",
HTI,Haiti,"Regional_response_plan_requirements_(US$,_million)",
NPL,Nepal,"Regional_response_plan_requirements_(US$,_million)",
CMR,Cameroon,"Regional_response_plan_requirements_(US$,_million)",
IRQ,Iraq,"Regional_response_plan_requirements_(US$,_million)",
MOZ,Mozambique,"Regional_response_plan_requirements_(US$,_million)",
NER,Niger,"Regional_response_plan_requirements_(US$,_million)",
PSE,oPt,"Regional_response_plan_requirements_(US$,_million)",
GTM,Guatemala,"Regional_response_plan_requirements_(US$,_million)",
MMR,Myanmar,"Regional_response_plan_requirements_(US$,_million)",
BFA,Burkina Faso,"Regional_response_plan_requirements_(US$,_million)",
KEN,Kenya,"Regional_response_plan_requirements_(US$,_million)",110
IRN,Iran,"Regional_response_plan_requirements_(US$,_million)",136
UKR,Ukraine,"Regional_response_plan_requirements_(US$,_million)",
HND,Honduras,"Regional_response_plan_requirements_(US$,_million)",
LBN,Lebanon,"Regional_response_plan_requirements_(US$,_million)",
CAF,CAR,"Regional_response_plan_requirements_(US$,_million)",
MWI,Malawi,"Regional_response_plan_requirements_(US$,_million)",
ERI,Eritrea,"Regional_response_plan_requirements_(US$,_million)",
PHL,Philippines,"Regional_response_plan_requirements_(US$,_million)",
TUR,Turkey,"Regional_response_plan_requirements_(US$,_million)",
BDI,Burundi,"Regional_response_plan_requirements_(US$,_million)",51
SLV,El Salvador,"Regional_response_plan_requirements_(US$,_million)",
ZMB,Zambia,"Regional_response_plan_requirements_(US$,_million)",75
MDG,Madagascar,"Regional_response_plan_requirements_(US$,_million)",
UGA,Uganda,"Regional_response_plan_requirements_(US$,_million)",767
JOR,Jordan,"Regional_response_plan_requirements_(US$,_million)",
EGY,Egypt,"Regional_response_plan_requirements_(US$,_million)",
BGD,Bangladesh,"Regional_response_plan_requirements_(US$,_million)",943
AGO,Angola,"Regional_response_plan_requirements_(US$,_million)",23
PER,Peru,"Regional_response_plan_requirements_(US$,_million)",275
LBY,Libya,"Regional_response_plan_requirements_(US$,_million)",
COG,Congo,"Regional_response_plan_requirements_(US$,_million)",11
VNM,Viet Nam,"Regional_response_plan_requirements_(US$,_million)",
YEM,Yemen,"Regional_response_plan_funding_(US$,_million)",
ETH,Ethiopia,"Regional_response_plan_funding_(US$,_million)",53
COD,DRC,"Regional_response_plan_funding_(US$,_million)",20
AFG,Afghanistan,"Regional_response_plan_funding_(US$,_million)",
NGA,Nigeria,"Regional_response_plan_funding_(US$,_million)",
VEN,Venezuela,"Regional_response_plan_funding_(US$,_million)",
SDN,Sudan,"Regional_response_plan_funding_(US$,_million)",64
SYR,Syria,"Regional_response_plan_funding_(US$,_million)",
PAK,Pakistan,"Regional_response_plan_funding_(US$,_million)",52
PRK,DPR Korea,"Regional_response_plan_funding_(US$,_million)",
COL,Colombia,"Regional_response_plan_funding_(US$,_million)",328
SSD,South Sudan,"Regional_response_plan_funding_(US$,_million)",
SOM,Somalia,"Regional_response_plan_funding_(US$,_million)",0
ZWE,Zimbabwe,"Regional_response_plan_funding_(US$,_million)",
TCD,Chad,"Regional_response_plan_funding_(US$,_million)",
MLI,Mali,"Regional_response_plan_funding_(US$,_million)",
HTI,Haiti,"Regional_response_plan_funding_(US$,_million)",
NPL,Nepal,"Regional_response_plan_funding_(US$,_million)",
CMR,Cameroon,"Regional_response_plan_funding_(US$,_million)",
IRQ,Iraq,"Regional_response_plan_funding_(US$,_million)",
MOZ,Mozambique,"Regional_response_plan_funding_(US$,_million)",
NER,Niger,"Regional_response_plan_funding_(US$,_million)",
PSE,oPt,"Regional_response_plan_funding_(US$,_million)",
GTM,Guatemala,"Regional_response_plan_funding_(US$,_million)",
MMR,Myanmar,"Regional_response_plan_funding_(US$,_million)",
BFA,Burkina Faso,"Regional_response_plan_funding_(US$,_million)",
KEN,Kenya,"Regional_response_plan_funding_(US$,_million)",23
IRN,Iran,"Regional_response_plan_funding_(US$,_million)",34
UKR,Ukraine,"Regional_response_plan_funding_(US$,_million)",
HND,Honduras,"Regional_response_plan_funding_(US$,_million)",
LBN,Lebanon,"Regional_response_plan_funding_(US$,_million)",
CAF,CAR,"Regional_response_plan_funding_(US$,_million)",
MWI,Malawi,"Regional_response_plan_funding_(US$,_million)",
ERI,Eritrea,"Regional_response_plan_funding_(US$,_million)",
PHL,Philippines,"Regional_response_plan_funding_(US$,_million)",
TUR,Turkey,"Regional_response_plan_funding_(US$,_million)",
BDI,Burundi,"Regional_response_plan_funding_(US$,_million)",19
SLV,El Salvador,"Regional_response_plan_funding_(US$,_million)",
ZMB,Zambia,"Regional_response_plan_funding_(US$,_million)",13
MDG,Madagascar,"Regional_response_plan_funding_(US$,_million)",
UGA,Uganda,"Regional_response_plan_funding_(US$,_million)",162
JOR,Jordan,"Regional_response_plan_funding_(US$,_million)",
EGY,Egypt,"Regional_response_plan_funding_(US$,_million)",
BGD,Bangladesh,"Regional_response_plan_funding_(US$,_million)",679
AGO,Angola,"Regional_response_plan_funding_(US$,_million)",9
PER,Peru,"Regional_response_plan_funding_(US$,_million)",95
LBY,Libya,"Regional_response_plan_funding_(US$,_million)",
COG,Congo,"Regional_response_plan_funding_(US$,_million)",3
VNM,Viet Nam,"Regional_response_plan_funding_(US$,_million)",
YEM,Yemen,Regional_response_plan_coverage_(%),
ETH,Ethiopia,Regional_response_plan_coverage_(%),17
COD,DRC,Regional_response_plan_coverage_(%),28
AFG,Afghanistan,Regional_response_plan_coverage_(%),
NGA,Nigeria,Regional_response_plan_coverage_(%),
VEN,Venezuela,Regional_response_plan_coverage_(%),
SDN,Sudan,Regional_response_plan_coverage_(%),21
SYR,Syria,Regional_response_plan_coverage_(%),
PAK,Pakistan,Regional_response_plan_coverage_(%),39
PRK,DPR Korea,Regional_response_plan_coverage_(%),
COL,Colombia,Regional_response_plan_coverage_(%),51
SSD,South Sudan,Regional_response_plan_coverage_(%),
SOM,Somalia,Regional_response_plan_coverage_(%),0
ZWE,Zimbabwe,Regional_response_plan_coverage_(%),
TCD,Chad,Regional_response_plan_coverage_(%),
MLI,Mali,Regional_response_plan_coverage_(%),
HTI,Haiti,Regional_response_plan_coverage_(%),
NPL,Nepal,Regional_response_plan_coverage_(%),
CMR,Cameroon,Regional_response_plan_coverage_(%),
IRQ,Iraq,Regional_response_plan_coverage_(%),
MOZ,Mozambique,Regional_response_plan_coverage_(%),
NER,Niger,Regional_response_plan_coverage_(%),
PSE,oPt,Regional_response_plan_coverage_(%),
GTM,Guatemala,Regional_response_plan_coverage_(%),
MMR,Myanmar,Regional_response_plan_coverage_(%),
BFA,Burkina Faso,Regional_response_plan_coverage_(%),
KEN,Kenya,Regional_response_plan_coverage_(%),21
IRN,Iran,Regional_response_plan_coverage_(%),25
UKR,Ukraine,Regional_response_plan_coverage_(%),
HND,Honduras,Regional_response_plan_coverage_(%),
LBN,Lebanon,Regional_response_plan_coverage_(%),
CAF,CAR,Regional_response_plan_coverage_(%),
MWI,Malawi,Regional_response_plan_coverage_(%),
ERI,Eritrea,Regional_response_plan_coverage_(%),
PHL,Philippines,Regional_response_plan_coverage_(%),
TUR,Turkey,Regional_response_plan_coverage_(%),
BDI,Burundi,Regional_response_plan_coverage_(%),37
SLV,El Salvador,Regional_response_plan_coverage_(%),
ZMB,Zambia,Regional_response_plan_coverage_(%),17
MDG,Madagascar,Regional_response_plan_coverage_(%),
UGA,Uganda,Regional_response_plan_coverage_(%),21
JOR,Jordan,Regional_response_plan_coverage_(%),
EGY,Egypt,Regional_response_plan_coverage_(%),
BGD,Bangladesh,Regional_response_plan_coverage_(%),72
AGO,Angola,Regional_response_plan_coverage_(%),39
PER,Peru,Regional_response_plan_coverage_(%),34
LBY,Libya,Regional_response_plan_coverage_(%),
COG,Congo,Regional_response_plan_coverage_(%),25
VNM,Viet Nam,Regional_response_plan_coverage_(%),
AFG,Afghanistan,Food_insecure_(millions),22.813658
AGO,Angola,Food_insecure_(millions),1.583997
BDI,Burundi,Food_insecure_(millions),1.059233
BFA,Burkina Faso,Food_insecure_(millions),2.632503
BGD,Bangladesh,Food_insecure_(millions),0
CAF,CAR,Food_insecure_(millions),2.359937
CMR,Cameroon,Food_insecure_(millions),2.383868
COD,DRC,Food_insecure_(millions),25.879508
COG,Congo,Food_insecure_(millions),0
COL,Colombia,Food_insecure_(millions),0
EGY,Egypt,Food_insecure_(millions),0
ERI,Eritrea,Food_insecure_(millions),0
ETH,Ethiopia,Food_insecure_(millions),7.787604
GTM,Guatemala,Food_insecure_(millions),2.512223
HND,Honduras,Food_insecure_(millions),3.294065
HTI,Haiti,Food_insecure_(millions),4.564017
IRN,Iran,Food_insecure_(millions),0
IRQ,Iraq,Food_insecure_(millions),0
JOR,Jordan,Food_insecure_(millions),0
KEN,Kenya,Food_insecure_(millions),2.366237
LBN,Lebanon,Food_insecure_(millions),0
LBY,Libya,Food_insecure_(millions),0
LSO,Lesotho,Food_insecure_(millions),0.337511
MDG,Madagascar,Food_insecure_(millions),1.093163
MLI,Mali,Food_insecure_(millions),1.837244
MMR,Myanmar,Food_insecure_(millions),0
MOZ,Mozambique,Food_insecure_(millions),1.443383
MRT,Mauritania,Food_insecure_(millions),0.661074
MWI,Malawi,Food_insecure_(millions),1.653275
NAM,Namibia,Food_insecure_(millions),0.750313
NER,Niger,Food_insecure_(millions),3.637983
NGA,Nigeria,Food_insecure_(millions),17.990468
NPL,Nepal,Food_insecure_(millions),0
PAK,Pakistan,Food_insecure_(millions),4.685888
PER,Peru,Food_insecure_(millions),0
PHL,Philippines,Food_insecure_(millions),0
PRK,DPR Korea,Food_insecure_(millions),0
PSE,oPt,Food_insecure_(millions),0
SDN,Sudan,Food_insecure_(millions),5.956009
SEN,Senegal,Food_insecure_(millions),0.769883
SLV,El Salvador,Food_insecure_(millions),0.906823
SOM,Somalia,Food_insecure_(millions),3.46569
SSD,South Sudan,Food_insecure_(millions),7.297
SWZ,Eswatini,Food_insecure_(millions),0.335804
SYR,Syria,Food_insecure_(millions),0
TCD,Chad,Food_insecure_(millions),1.737247
TUR,Turkey,Food_insecure_(millions),0
TZA,Tanzania,Food_insecure_(millions),0.59172
UGA,Uganda,Food_insecure_(millions),0
UKR,Ukraine,Food_insecure_(millions),0
VEN,Venezuela,Food_insecure_(millions),0
VNM,Viet Nam,Food_insecure_(millions),0
YEM,Yemen,Food_insecure_(millions),16.194
ZMB,Zambia,Food_insecure_(millions),1.575154
ZWE,Zimbabwe,Food_insecure_(millions),3.380232
